bucket,test_id,backend,absence_class,outcome,deterministic,stdout_parity,reason
language-runtimes,language-runtimes/python-random,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
performance,performance/barrier-rounds,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/barrier-yield-rounds,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/clock-query-churn,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/condvar-baton,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/condvar-signal-baton,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/dup-close-churn,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/epoll-eventfd-ring,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/eventfd-roundtrip,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/fork-wait-churn,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/futex-baton,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/getrandom-churn,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/mmap-churn,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/mutex-contention,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/nanosleep-yield,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/open-read-close-churn,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/pipe-fd-churn,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/pipe-nonblock-churn,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/pipe-roundtrip,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/poll-pipe-ring,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/rwlock-contention,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/rwlock-mixed-contention,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/semaphore-baton,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/sigmask-toggle,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/socketpair-dgram-churn,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/socketpair-roundtrip,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/spin-trylock-contention,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/syscall-mix,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/thread-churn,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/trylock-contention,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/yield-storm,liteinst,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
shared-futex-c,shared-futex-c/qemu-exec-init,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
shared-futex-c,shared-futex-c/qemu-hello,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
shared-futex-c,shared-futex-c/qemu-init,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
shared-futex-c,shared-futex-c/qemu-net-init,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
system-utils,system-utils/clock-determinism,liteinst,measured,pass,1,1,
system-utils,system-utils/date-nanoseconds,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
system-utils,system-utils/example-date,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
system-utils,system-utils/example-devrand,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
system-utils,system-utils/openssl-passwd,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
system-utils,system-utils/proc-uptime,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
system-utils,system-utils/random-device,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
system-utils,system-utils/record-getpid,liteinst,measured,pass,1,1,
util-c,util-c/pmu-skid,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
applications,applications/example-timed-progress-bar,ptrace,measured,pass,1,,
applications,applications/timed-progress-bar,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
backend-parity-c,backend-parity-c/cpuid-probe,ptrace,measured,pass,1,,
backend-parity-c,backend-parity-c/pid-probe,ptrace,measured,pass,1,,
backend-parity-c,backend-parity-c/pthread-lifecycle,ptrace,measured,pass,1,,
bin-c,bin-c/posix-timer-test,ptrace,measured,pass,1,,
bin-c,bin-c/robust-futex-test,ptrace,measured,timeout,0,,ptrace-verify-timeout-120s
c-programs,c-programs/acct-refusal-probe,ptrace,measured,pass,1,,
c-programs,c-programs/add-key-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/adjtimex-deterministic,ptrace,measured,pass,1,,
c-programs,c-programs/arch-prctl-determinism,ptrace,measured,pass,1,,
c-programs,c-programs/bpf-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/cachestat-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/clock-adjtime-deterministic,ptrace,measured,pass,1,,
c-programs,c-programs/clone,ptrace,measured,pass,1,,
c-programs,c-programs/copy-file-range-refusal-probe,ptrace,measured,pass,1,,
c-programs,c-programs/dbi-copied-tiocgpgrp,ptrace,measured,pass,1,,
c-programs,c-programs/dbi-exec-failure,ptrace,measured,pass,1,,
c-programs,c-programs/dbi-execveat-unsupported,ptrace,measured,pass,1,,
c-programs,c-programs/dbi-mmap-exec,ptrace,measured,pass,1,,
c-programs,c-programs/dbi-pid-virtualization,ptrace,measured,pass,1,,ptrace-run-fail-exit124
c-programs,c-programs/dbi-prlimit-self,ptrace,measured,pass,1,,
c-programs,c-programs/dbi-self-sigqueue,ptrace,measured,pass,1,,
c-programs,c-programs/dbi-unsupported-syscall,ptrace,measured,pass,1,,
c-programs,c-programs/dbi-wait-lifecycle,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
c-programs,c-programs/epoll-determinism,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
c-programs,c-programs/fp-reduction-nondeterminism,ptrace,measured,pass,1,,
c-programs,c-programs/futex-requeue-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/futex-waitv-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/futex-wake-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/get-robust-list-child,ptrace,measured,pass,1,,
c-programs,c-programs/get-robust-list-self,ptrace,measured,pass,1,,
c-programs,c-programs/get-robust-list-thread,ptrace,measured,pass,1,,
c-programs,c-programs/getcpu,ptrace,measured,pass,1,,
c-programs,c-programs/getitimer-determinism-probe,ptrace,measured,pass,1,,
c-programs,c-programs/getsockopt-null,ptrace,measured,pass,1,,
c-programs,c-programs/hello-alarm,ptrace,measured,pass,1,,
c-programs,c-programs/hello-nostdlib,ptrace,measured,pass,1,,
c-programs,c-programs/hello-signals,ptrace,measured,pass,1,,
c-programs,c-programs/io-uring-fallback,ptrace,measured,pass,1,,
c-programs,c-programs/io-uring-ring-determinism,ptrace,measured,pass,1,,
c-programs,c-programs/ioctl-fioclex,ptrace,measured,pass,1,,
c-programs,c-programs/ioctl-siocethtool,ptrace,measured,pass,1,,
c-programs,c-programs/ipc-determinism,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
c-programs,c-programs/just-spin,ptrace,measured,pass,1,,
c-programs,c-programs/kcmp-eperm,ptrace,measured,pass,1,,
c-programs,c-programs/keyctl-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/keyctl-passthrough,ptrace,measured,pass,1,,
c-programs,c-programs/listmount-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/liteinst-advanced,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
c-programs,c-programs/lsm-get-self-attr-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/lsm-list-modules-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/lsm-set-self-attr-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/madvise-determinism,ptrace,measured,pass,1,,
c-programs,c-programs/map-shadow-stack-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/memfd-secret-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/meminfo-available-deterministic,ptrace,measured,pass,1,,
c-programs,c-programs/meminfo-cached-deterministic,ptrace,measured,pass,1,,
c-programs,c-programs/meminfo-free-deterministic,ptrace,measured,pass,1,,
c-programs,c-programs/memorypress,ptrace,measured,pass,1,,
c-programs,c-programs/mmap-determinism,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
c-programs,c-programs/mmap-stress-determinism,ptrace,measured,pass,1,,
c-programs,c-programs/name-to-handle-at-eopnotsupp,ptrace,measured,pass,1,,
c-programs,c-programs/name-to-handle-directory-eopnotsupp,ptrace,measured,pass,1,,
c-programs,c-programs/name-to-handle-empty-path-eopnotsupp,ptrace,measured,pass,1,,
c-programs,c-programs/name-to-handle-regular-eopnotsupp,ptrace,measured,pass,1,,
c-programs,c-programs/nanosleep-par,ptrace,measured,pass,1,,
c-programs,c-programs/nanosleep-threads-nocrash,ptrace,measured,pass,1,,
c-programs,c-programs/nanosleep-threads-simple,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
c-programs,c-programs/netlink-autobind-generic,ptrace,measured,pass,1,,
c-programs,c-programs/netlink-autobind-route,ptrace,measured,pass,1,,
c-programs,c-programs/netlink-autobind-usersock,ptrace,measured,pass,1,,
c-programs,c-programs/netns-cookie-tcp4,ptrace,measured,pass,1,,
c-programs,c-programs/netns-cookie-tcp6,ptrace,measured,pass,1,,
c-programs,c-programs/netns-cookie-udp4,ptrace,measured,pass,1,,
c-programs,c-programs/perf-event-hardware-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/perf-event-open-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/perf-event-software-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/perf-event-watchpoint-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/periodic-setitimer-delivery,ptrace,measured,pass,1,,
c-programs,c-programs/pidfd-open-self,ptrace,measured,pass,1,,
c-programs,c-programs/pidfd-poll-self,ptrace,measured,pass,1,,
c-programs,c-programs/pidfd-waitid-child,ptrace,measured,pass,1,,
c-programs,c-programs/ppoll-readv,ptrace,measured,pass,1,,
c-programs,c-programs/ppoll-simulation,ptrace,measured,pass,1,,
c-programs,c-programs/prctl-dumpable,ptrace,measured,pass,1,,
c-programs,c-programs/pread64-nostdlib,ptrace,measured,pass,1,,
c-programs,c-programs/print-memaddrs,ptrace,measured,pass,1,,
c-programs,c-programs/printf-with-threads,ptrace,measured,pass,1,,
c-programs,c-programs/proc-fd-link-aliases,ptrace,measured,pass,1,,
c-programs,c-programs/proc-fdinfo,ptrace,measured,pass,1,,
c-programs,c-programs/proc-locks,ptrace,measured,pass,1,,
c-programs,c-programs/process-mrelease-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/process-vm-readv-refusal-probe,ptrace,measured,pass,1,,
c-programs,c-programs/process-vm-writev-refusal-probe,ptrace,measured,pass,1,,
c-programs,c-programs/procfs-positioned-probe,ptrace,measured,pass,1,,
c-programs,c-programs/prodcons-determinism,ptrace,measured,pass,1,,
c-programs,c-programs/pselect6-simulation,ptrace,measured,pass,1,,
c-programs,c-programs/ptrace-attach-eperm,ptrace,measured,pass,1,,
c-programs,c-programs/ptrace-eperm,ptrace,measured,pass,1,,
c-programs,c-programs/ptrace-seize-eperm,ptrace,measured,pass,1,,
c-programs,c-programs/ptrace-traceme-eperm,ptrace,measured,pass,1,,
c-programs,c-programs/pty-nr-count,ptrace,measured,pass,1,,
c-programs,c-programs/racewrite-nostdlib,ptrace,measured,pass,1,,
c-programs,c-programs/random-sources,ptrace,measured,pass,1,,
c-programs,c-programs/rcx-canonicalization,ptrace,measured,pass,1,,
c-programs,c-programs/record-replay-fd-close,ptrace,measured,pass,1,,
c-programs,c-programs/record-replay-file-state,ptrace,measured,pass,1,,
c-programs,c-programs/record-replay-lseek-seek-cur,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
c-programs,c-programs/record-replay-setsockopt,ptrace,measured,pass,1,,
c-programs,c-programs/recvmsg-scm-rights-mmap,ptrace,measured,pass,1,,
c-programs,c-programs/remap-file-pages-anonymous-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/remap-file-pages-memfd-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/remap-file-pages-tmpfile-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/request-key-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/resource-determinism,ptrace,measured,pass,1,,
c-programs,c-programs/sched-setattr-batch,ptrace,measured,pass,1,,
c-programs,c-programs/sched-setattr-idle,ptrace,measured,pass,1,,
c-programs,c-programs/sched-setattr-other,ptrace,measured,pass,1,,
c-programs,c-programs/sched-yield-progress,ptrace,measured,pass,1,,
c-programs,c-programs/scheduler-policy-queries,ptrace,measured,pass,1,,
c-programs,c-programs/setitimer-determinism,ptrace,measured,pass,1,,
c-programs,c-programs/sigmask-preemption,ptrace,measured,pass,1,,
c-programs,c-programs/signal-determinism,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
c-programs,c-programs/sigpipe-siginfo,ptrace,measured,pass,1,,
c-programs,c-programs/sigtimedwait-no-timeout,ptrace,measured,pass,1,,
c-programs,c-programs/sigtimedwait-timeout-0s,ptrace,measured,pass,1,,
c-programs,c-programs/sigtimedwait-timeout-1s,ptrace,measured,pass,1,,
c-programs,c-programs/so-incoming-cpu-tcp4,ptrace,measured,pass,1,,
c-programs,c-programs/so-incoming-cpu-tcp6,ptrace,measured,pass,1,,
c-programs,c-programs/so-incoming-cpu-udp4,ptrace,measured,pass,1,,
c-programs,c-programs/socket-cookie-tcp,ptrace,measured,pass,1,,
c-programs,c-programs/socket-cookie-udp,ptrace,measured,pass,1,,
c-programs,c-programs/socket-cookie-unix,ptrace,measured,pass,1,,
c-programs,c-programs/socket-ioctl-timestamp,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
c-programs,c-programs/socket-timestamp-edge-cases,ptrace,measured,pass,1,,
c-programs,c-programs/socket-timestamp-timespec,ptrace,measured,pass,1,,
c-programs,c-programs/socket-timestamp-timeval,ptrace,measured,pass,1,,
c-programs,c-programs/splice-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/statmount-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/syscall-file-io,ptrace,measured,pass,1,,
c-programs,c-programs/syscall-file-metadata,ptrace,measured,pass,1,,
c-programs,c-programs/syscall-quick-wins,ptrace,measured,pass,1,,
c-programs,c-programs/sysfs-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/sysinfo,ptrace,measured,pass,1,,
c-programs,c-programs/sysinfo-uptime,ptrace,measured,pass,1,,
c-programs,c-programs/syslog-deterministic,ptrace,measured,pass,1,,
c-programs,c-programs/sysv-sem-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/sysv-shm-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/tcp-info-accept4,ptrace,measured,pass,1,,
c-programs,c-programs/tcp-info-accept6,ptrace,measured,pass,1,,
c-programs,c-programs/tcp-info-client4,ptrace,measured,pass,1,,
c-programs,c-programs/tee-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/thread-self-procfs-handoff,ptrace,measured,pass,1,,
c-programs,c-programs/thread-sync-determinism,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
c-programs,c-programs/threadexhaustion,ptrace,measured,pass,1,,
c-programs,c-programs/timer-create-determinism,ptrace,measured,pass,1,,
c-programs,c-programs/uname,ptrace,measured,pass,1,,
c-programs,c-programs/unix-autobind-dgram,ptrace,measured,pass,1,,
c-programs,c-programs/unix-autobind-seqpacket,ptrace,measured,pass,1,,
c-programs,c-programs/unix-autobind-stream,ptrace,measured,pass,1,,
c-programs,c-programs/ustat-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/vforkexec,ptrace,measured,pass,1,,
c-programs,c-programs/vmsplice-enosys,ptrace,measured,pass,1,,
c-programs,c-programs/wait-on-child,ptrace,measured,pass,1,,
c-programs,c-programs/writev-determinism,ptrace,measured,pass,1,,
chaos-c,chaos-c/lock-granularity,ptrace,measured,pass,1,,
data-handling,data-handling/archive-roundtrip,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
data-handling,data-handling/shell-pipeline,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
debugger-c,debugger-c/debuggee,ptrace,measured,pass,1,,
determinism-stress,determinism-stress/example-race,ptrace,measured,pass,1,,
determinism-stress,determinism-stress/order-violation,ptrace,measured,pass,1,,
determinism-stress,determinism-stress/process-chains,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
determinism-stress,determinism-stress/thread-contention,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
determinism-stress,determinism-stress/thread-output,ptrace,measured,pass,1,,
determinism-stress-c,determinism-stress-c/fork-tree,ptrace,measured,pass,1,,
determinism-stress-c,determinism-stress-c/lock-free,ptrace,measured,pass,1,,
determinism-stress-c,determinism-stress-c/mmap-fork-shared,ptrace,measured,pass,1,,
determinism-stress-c,determinism-stress-c/pid-tid,ptrace,measured,pass,1,,
determinism-stress-c,determinism-stress-c/pipe-chain,ptrace,measured,pass,1,,
determinism-stress-c,determinism-stress-c/pipe-prefill,ptrace,measured,pass,1,,
determinism-stress-c,determinism-stress-c/producer-consumer,ptrace,measured,pass,1,,
determinism-stress-c,determinism-stress-c/signal-order,ptrace,measured,pass,1,,
determinism-stress-c,determinism-stress-c/thread-contention,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
determinism-stress-c,determinism-stress-c/thread-stress,ptrace,measured,pass,1,,
language-runtimes,language-runtimes/bash-loop-pipe-time,ptrace,measured,pass,1,,
language-runtimes,language-runtimes/example-python-random,ptrace,measured,pass,1,,
language-runtimes,language-runtimes/gawk-random,ptrace,measured,pass,1,,
language-runtimes,language-runtimes/perl-io-subprocess-time,ptrace,measured,pass,1,,
language-runtimes,language-runtimes/python-hash-determinism,ptrace,measured,pass,1,,
language-runtimes,language-runtimes/python-io-subprocess-time,ptrace,measured,pass,1,,
language-runtimes,language-runtimes/python-random,ptrace,measured,pass,1,,
performance,performance/barrier-rounds,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/barrier-yield-rounds,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/clock-query-churn,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/condvar-baton,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/condvar-signal-baton,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/dup-close-churn,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/epoll-eventfd-ring,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/eventfd-roundtrip,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/fork-wait-churn,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/futex-baton,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/getrandom-churn,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/mmap-churn,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/mutex-contention,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/nanosleep-yield,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/open-read-close-churn,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/pipe-fd-churn,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/pipe-nonblock-churn,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/pipe-roundtrip,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/poll-pipe-ring,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/rwlock-contention,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/rwlock-mixed-contention,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/semaphore-baton,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/sigmask-toggle,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/socketpair-dgram-churn,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/socketpair-roundtrip,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/spin-trylock-contention,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/syscall-mix,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/thread-churn,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/trylock-contention,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/yield-storm,ptrace,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
shared-futex-c,shared-futex-c/qemu-exec-init,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
shared-futex-c,shared-futex-c/qemu-hello,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
shared-futex-c,shared-futex-c/qemu-init,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
shared-futex-c,shared-futex-c/qemu-net-init,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
system-utils,system-utils/clock-determinism,ptrace,measured,pass,1,,
system-utils,system-utils/date-nanoseconds,ptrace,measured,pass,1,,
system-utils,system-utils/example-date,ptrace,measured,pass,1,,
system-utils,system-utils/example-devrand,ptrace,measured,pass,1,,
system-utils,system-utils/openssl-passwd,ptrace,measured,pass,1,,
system-utils,system-utils/proc-uptime,ptrace,measured,pass,1,,
system-utils,system-utils/random-device,ptrace,measured,pass,1,,
system-utils,system-utils/record-getpid,ptrace,measured,pass,1,,
util-c,util-c/pmu-skid,ptrace,measured,diverge,0,,ptrace-verify-fail-exit1
applications,applications/example-timed-progress-bar,sabre,measured,pass,1,1,
applications,applications/timed-progress-bar,sabre,reference-unusable-verify,diverge,0,,sabre-verify-fail-exit1
backend-parity-c,backend-parity-c/cpuid-probe,sabre,measured,diverge,0,0,sabre-verify-fail-exit1
backend-parity-c,backend-parity-c/pid-probe,sabre,measured,pass,1,1,
backend-parity-c,backend-parity-c/pthread-lifecycle,sabre,measured,pass,1,1,
bin-c,bin-c/posix-timer-test,sabre,measured,pass,1,1,
bin-c,bin-c/robust-futex-test,sabre,reference-unusable-verify,timeout,0,,sabre-verify-timeout-120s
c-programs,c-programs/acct-refusal-probe,sabre,measured,pass,1,1,
c-programs,c-programs/add-key-enosys,sabre,measured,pass,1,1,
c-programs,c-programs/adjtimex-deterministic,sabre,measured,pass,1,1,
c-programs,c-programs/arch-prctl-determinism,sabre,measured,pass,1,1,
c-programs,c-programs/bpf-enosys,sabre,measured,pass,1,1,
c-programs,c-programs/cachestat-enosys,sabre,measured,pass,1,1,
c-programs,c-programs/clock-adjtime-deterministic,sabre,measured,pass,1,1,
c-programs,c-programs/clone,sabre,measured,timeout,0,0,sabre-verify-timeout-120s
c-programs,c-programs/copy-file-range-refusal-probe,sabre,measured,pass,1,1,
c-programs,c-programs/dbi-copied-tiocgpgrp,sabre,measured,diverge,0,0,sabre-verify-fail-exit1
c-programs,c-programs/dbi-exec-failure,sabre,measured,pass,1,1,
c-programs,c-programs/dbi-execveat-unsupported,sabre,measured,pass,1,1,
c-programs,c-programs/dbi-mmap-exec,sabre,measured,pass,1,1,
c-programs,c-programs/dbi-pid-virtualization,sabre,reference-unusable-runleg,diverge,0,,sabre-verify-fail-exit1
c-programs,c-programs/dbi-prlimit-self,sabre,measured,pass,1,1,
c-programs,c-programs/dbi-self-sigqueue,sabre,measured,pass,1,1,
c-programs,c-programs/dbi-unsupported-syscall,sabre,measured,diverge,0,0,sabre-verify-fail-exit1
c-programs,c-programs/dbi-wait-lifecycle,sabre,reference-unusable-verify,diverge,0,,sabre-verify-fail-exit1
c-programs,c-programs/epoll-determinism,sabre,reference-unusable-verify,diverge,0,,sabre-verify-fail-exit1
c-programs,c-programs/fp-reduction-nondeterminism,sabre,measured,timeout,0,0,sabre-verify-timeout-120s
c-programs,c-programs/futex-requeue-enosys,sabre,measured,pass,1,1,
c-programs,c-programs/futex-waitv-enosys,sabre,measured,pass,1,1,
c-programs,c-programs/futex-wake-enosys,sabre,measured,pass,1,1,
c-programs,c-programs/get-robust-list-child,sabre,measured,diverge,0,0,sabre-verify-fail-exit1
c-programs,c-programs/get-robust-list-self,sabre,measured,pass,1,1,
c-programs,c-programs/get-robust-list-thread,sabre,measured,pass,1,1,
c-programs,c-programs/getcpu,sabre,measured,pass,1,1,
c-programs,c-programs/getitimer-determinism-probe,sabre,measured,pass,1,1,
c-programs,c-programs/getsockopt-null,sabre,measured,pass,1,1,
c-programs,c-programs/hello-alarm,sabre,measured,pass,1,1,
c-programs,c-programs/hello-nostdlib,sabre,measured,diverge,0,0,sabre-verify-fail-exit1
c-programs,c-programs/hello-signals,sabre,measured,pass,1,1,
c-programs,c-programs/io-uring-fallback,sabre,measured,pass,1,1,
c-programs,c-programs/io-uring-ring-determinism,sabre,measured,pass,1,1,
c-programs,c-programs/ioctl-fioclex,sabre,measured,pass,1,1,
c-programs,c-programs/ioctl-siocethtool,sabre,measured,pass,1,1,
c-programs,c-programs/ipc-determinism,sabre,reference-unusable-verify,diverge,0,,sabre-verify-fail-exit1
c-programs,c-programs/just-spin,sabre,measured,pass,1,1,
c-programs,c-programs/kcmp-eperm,sabre,measured,pass,1,1,
c-programs,c-programs/keyctl-enosys,sabre,measured,pass,1,1,
c-programs,c-programs/keyctl-passthrough,sabre,measured,pass,1,1,
c-programs,c-programs/listmount-enosys,sabre,measured,pass,1,1,
c-programs,c-programs/liteinst-advanced,sabre,reference-unusable-verify,diverge,0,,sabre-verify-fail-exit1
c-programs,c-programs/lsm-get-self-attr-enosys,sabre,measured,pass,1,1,
c-programs,c-programs/lsm-list-modules-enosys,sabre,measured,pass,1,1,
