fixture,program,mode,backend,cell,actual_run
eventfd-semantics,eventfd_probe,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
eventfd-semantics,eventfd_probe,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
eventfd-semantics,eventfd_probe,replay,ptrace,DECLINED-IN-MANIFEST,
eventfd-semantics,eventfd_probe,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
eventfd-semantics,eventfd_probe,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
eventfd-semantics,eventfd_probe,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
eventfd-semantics,eventfd_probe,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
eventfd-semantics,eventfd_probe,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
eventfd-semantics,eventfd_probe,chaos,ptrace,DECLINED-IN-MANIFEST,
eventfd-semantics,eventfd_probe,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
eventfd-semantics,eventfd_probe,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
eventfd-semantics,eventfd_probe,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
eventfd-semantics,eventfd_probe,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
eventfd-semantics,eventfd_probe,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
eventfd-semantics,eventfd_probe,custom,ptrace,DECLINED-IN-MANIFEST,
eventfd-semantics,eventfd_probe,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
eventfd-semantics,eventfd_probe,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
eventfd-semantics,eventfd_probe,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
eventfd-semantics,eventfd_probe,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
eventfd-semantics,eventfd_probe,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=6 rc=0
ftruncate-sparse,ftruncate_sparse,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
ftruncate-sparse,ftruncate_sparse,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
ftruncate-sparse,ftruncate_sparse,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,naked,ptrace,NOT-WIRED,
ftruncate-sparse,ftruncate_sparse,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
ftruncate-sparse,ftruncate_sparse,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
ftruncate-sparse,ftruncate_sparse,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,replay,ptrace,DECLINED-IN-MANIFEST,
ftruncate-sparse,ftruncate_sparse,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
ftruncate-sparse,ftruncate_sparse,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
ftruncate-sparse,ftruncate_sparse,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,chaos,ptrace,DECLINED-IN-MANIFEST,
ftruncate-sparse,ftruncate_sparse,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
ftruncate-sparse,ftruncate_sparse,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
ftruncate-sparse,ftruncate_sparse,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,custom,ptrace,DECLINED-IN-MANIFEST,
ftruncate-sparse,ftruncate_sparse,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
ftruncate-sparse,ftruncate_sparse,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
ftruncate-sparse,ftruncate_sparse,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
ftruncate-sparse,ftruncate_sparse,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=6 rc=0
vectored-file-io,vectored_file_io,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
vectored-file-io,vectored_file_io,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
vectored-file-io,vectored_file_io,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,naked,ptrace,NOT-WIRED,
vectored-file-io,vectored_file_io,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
vectored-file-io,vectored_file_io,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
vectored-file-io,vectored_file_io,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,replay,ptrace,DECLINED-IN-MANIFEST,
vectored-file-io,vectored_file_io,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
vectored-file-io,vectored_file_io,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
vectored-file-io,vectored_file_io,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,chaos,ptrace,DECLINED-IN-MANIFEST,
vectored-file-io,vectored_file_io,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
vectored-file-io,vectored_file_io,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
vectored-file-io,vectored_file_io,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,custom,ptrace,DECLINED-IN-MANIFEST,
vectored-file-io,vectored_file_io,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
vectored-file-io,vectored_file_io,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
vectored-file-io,vectored_file_io,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
vectored-file-io,vectored_file_io,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
openat-flags,openat_flags,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=6 rc=0
openat-flags,openat_flags,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
openat-flags,openat_flags,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
openat-flags,openat_flags,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
openat-flags,openat_flags,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
openat-flags,openat_flags,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
openat-flags,openat_flags,naked,ptrace,NOT-WIRED,
openat-flags,openat_flags,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
openat-flags,openat_flags,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
openat-flags,openat_flags,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
openat-flags,openat_flags,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
openat-flags,openat_flags,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
openat-flags,openat_flags,replay,ptrace,DECLINED-IN-MANIFEST,
openat-flags,openat_flags,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
openat-flags,openat_flags,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
openat-flags,openat_flags,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
openat-flags,openat_flags,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
openat-flags,openat_flags,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
openat-flags,openat_flags,chaos,ptrace,DECLINED-IN-MANIFEST,
openat-flags,openat_flags,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
openat-flags,openat_flags,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
openat-flags,openat_flags,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
openat-flags,openat_flags,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
openat-flags,openat_flags,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
openat-flags,openat_flags,custom,ptrace,DECLINED-IN-MANIFEST,
openat-flags,openat_flags,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
openat-flags,openat_flags,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
openat-flags,openat_flags,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
openat-flags,openat_flags,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
openat-flags,openat_flags,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=5 rc=0
fchmodat2-flags,fchmodat2_flags,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
fchmodat2-flags,fchmodat2_flags,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
fchmodat2-flags,fchmodat2_flags,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,naked,ptrace,NOT-WIRED,
fchmodat2-flags,fchmodat2_flags,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
fchmodat2-flags,fchmodat2_flags,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
fchmodat2-flags,fchmodat2_flags,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,replay,ptrace,DECLINED-IN-MANIFEST,
fchmodat2-flags,fchmodat2_flags,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
fchmodat2-flags,fchmodat2_flags,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
fchmodat2-flags,fchmodat2_flags,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,chaos,ptrace,DECLINED-IN-MANIFEST,
fchmodat2-flags,fchmodat2_flags,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
fchmodat2-flags,fchmodat2_flags,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
fchmodat2-flags,fchmodat2_flags,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,custom,ptrace,DECLINED-IN-MANIFEST,
fchmodat2-flags,fchmodat2_flags,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
fchmodat2-flags,fchmodat2_flags,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
fchmodat2-flags,fchmodat2_flags,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
fchmodat2-flags,fchmodat2_flags,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=7 rc=0
socketpair-flags,socketpair_flags,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
socketpair-flags,socketpair_flags,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
socketpair-flags,socketpair_flags,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,naked,ptrace,NOT-WIRED,
socketpair-flags,socketpair_flags,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
socketpair-flags,socketpair_flags,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
socketpair-flags,socketpair_flags,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,replay,ptrace,DECLINED-IN-MANIFEST,
socketpair-flags,socketpair_flags,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
socketpair-flags,socketpair_flags,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
socketpair-flags,socketpair_flags,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,chaos,ptrace,DECLINED-IN-MANIFEST,
socketpair-flags,socketpair_flags,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
socketpair-flags,socketpair_flags,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
socketpair-flags,socketpair_flags,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,custom,ptrace,DECLINED-IN-MANIFEST,
socketpair-flags,socketpair_flags,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
socketpair-flags,socketpair_flags,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
socketpair-flags,socketpair_flags,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
socketpair-flags,socketpair_flags,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=6 rc=0
pidfd-open-self,pidfd_open_self,verify,kvm,GATED-OFF(ci=false),cannot-execute-here: HUNG(no verdict in 60s)
pidfd-open-self,pidfd_open_self,verify,dbi,GATED-OFF(ci=false),cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
pidfd-open-self,pidfd_open_self,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,naked,ptrace,NOT-WIRED,
pidfd-open-self,pidfd_open_self,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
pidfd-open-self,pidfd_open_self,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
pidfd-open-self,pidfd_open_self,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,replay,ptrace,DECLINED-IN-MANIFEST,
pidfd-open-self,pidfd_open_self,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
pidfd-open-self,pidfd_open_self,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
pidfd-open-self,pidfd_open_self,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,chaos,ptrace,DECLINED-IN-MANIFEST,
pidfd-open-self,pidfd_open_self,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
pidfd-open-self,pidfd_open_self,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
pidfd-open-self,pidfd_open_self,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,custom,ptrace,DECLINED-IN-MANIFEST,
pidfd-open-self,pidfd_open_self,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
pidfd-open-self,pidfd_open_self,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
pidfd-open-self,pidfd_open_self,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
pidfd-open-self,pidfd_open_self,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,verify,ptrace,GATED-OFF(ci=false),"ran rc=0, NO ok= count"
cpu-virtualization,cpu_virtualization,verify,kvm,GATED-OFF(ci=false),cannot-execute-here: HUNG(no verdict in 60s)
cpu-virtualization,cpu_virtualization,verify,dbi,GATED-OFF(ci=false),cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
cpu-virtualization,cpu_virtualization,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,naked,ptrace,NOT-WIRED,
cpu-virtualization,cpu_virtualization,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
cpu-virtualization,cpu_virtualization,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
cpu-virtualization,cpu_virtualization,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,replay,ptrace,DECLINED-IN-MANIFEST,
cpu-virtualization,cpu_virtualization,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
cpu-virtualization,cpu_virtualization,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
cpu-virtualization,cpu_virtualization,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,chaos,ptrace,DECLINED-IN-MANIFEST,
cpu-virtualization,cpu_virtualization,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
cpu-virtualization,cpu_virtualization,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
cpu-virtualization,cpu_virtualization,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,custom,ptrace,DECLINED-IN-MANIFEST,
cpu-virtualization,cpu_virtualization,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
cpu-virtualization,cpu_virtualization,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
cpu-virtualization,cpu_virtualization,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
cpu-virtualization,cpu_virtualization,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,verify,ptrace,GATED-OFF(ci=false),"ran rc=0, NO ok= count"
getcpu-identity,getcpu_identity,verify,kvm,GATED-OFF(ci=false),cannot-execute-here: HUNG(no verdict in 60s)
getcpu-identity,getcpu_identity,verify,dbi,GATED-OFF(ci=false),cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
getcpu-identity,getcpu_identity,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,naked,ptrace,NOT-WIRED,
getcpu-identity,getcpu_identity,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
getcpu-identity,getcpu_identity,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
getcpu-identity,getcpu_identity,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,replay,ptrace,DECLINED-IN-MANIFEST,
getcpu-identity,getcpu_identity,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
getcpu-identity,getcpu_identity,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
getcpu-identity,getcpu_identity,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,chaos,ptrace,DECLINED-IN-MANIFEST,
getcpu-identity,getcpu_identity,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
getcpu-identity,getcpu_identity,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
getcpu-identity,getcpu_identity,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,custom,ptrace,DECLINED-IN-MANIFEST,
getcpu-identity,getcpu_identity,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
getcpu-identity,getcpu_identity,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
getcpu-identity,getcpu_identity,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
getcpu-identity,getcpu_identity,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
sched-getaffinity-identity,sched_getaffinity_identity,verify,ptrace,GATED-OFF(ci=false),"ran rc=0, NO ok= count"
sched-getaffinity-identity,sched_getaffinity_identity,verify,kvm,GATED-OFF(ci=false),cannot-execute-here: HUNG(no verdict in 60s)
